Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised (Millions),Stage,Date_Added,Country,List_of_Employees_Laid_Off,Sum of Employees,Average # of Employees Laid Off,Average Layoff %,Total Funds Raised,Average Funds Raised,,
Kaltura,New York City,Media,75,11%,1/4/2023,https://en.globes.co.il/en/article-kaltura-announces-second-round-of-layoffs-1001434620,166.00,IPO,1/6/2023 1:41,United States,Unknown,,,,,,,
Augury,New York City,Manufacturing,20,5%,1/4/2023,https://www.calcalistech.com/ctechnews/article/skiu0xx9j,274.00,Series E,1/9/2023 5:13,United States,Unknown,,,,,,,
Pegasystems,Boston,HR,245,4%,1/3/2023,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,,IPO,1/4/2023 16:12,United States,Unknown,,,,,,,
Uniphore,SF Bay Area,Support,76,10%,1/3/2023,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,620.00,Series E,1/6/2023 1:43,United States,Unknown,,,,,,,
Harappa,New Delhi,Education,60,30%,1/3/2023,https://www.businesstoday.in/latest/corporate/story/exclusive-upgrad-owned-edtech-start-up-harappa-lays-off-30-of-its-workforce-358723-2023-01-03,,Acquired,1/4/2023 16:00,India,Unknown,,,,,,,
Amdocs,St. Louis,Support,700,3%,1/2/2023,https://www.calcalistech.com/ctechnews/article/bj4shoeco,,IPO,1/6/2023 1:42,United States,Unknown,,,,,,,
PayU,Amsterdam,Finance,150,6%,12/26/2022,https://www.livemint.com/companies/news/payu-layoffs-6-of-its-workforce-150-employees-lose-jobs-report-11672035519752.html,,Acquired,12/26/2022 23:29,Netherlands,Unknown,,,,,,,
Willow,Sydney,Real Estate,99,22%,12/23/2022,https://www.afr.com/technology/nicholas-moore-chaired-proptech-willow-fires-99-workers-to-curb-costs-20221222-p5c8am,,Unknown,1/9/2023 5:01,Australia,Unknown,,,,,,,
Back Market,Paris,Retail,93,13%,12/23/2022,https://sifted.eu/articles/startup-tech-company-layoffs/,1000.00,Series E,12/27/2022 16:33,France,Unknown,,,,,,,
TuSimple,San Diego,Transportation,350,25%,12/21/2022,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,648.00,IPO,12/18/2022 4:12,United States,Unknown,,,,,,,
Chope,Singapore,Food,65,24%,12/20/2022,https://www.techinasia.com/alipaybacked-chope-lays-65-employees,50.00,Series E,12/28/2022 15:52,Singapore,Unknown,,,,,,,
Briza,Toronto,Finance,26,40%,12/20/2022,https://betakit.com/ceo-of-briza-steps-down-as-insurtech-startup-cuts-close-to-half-of-its-staff/,10.00,Series A,12/20/2022 18:43,Canada,https://docs.google.com/spreadsheets/d/18ZMnL97fbgyh6E-fy62SEYaZweFXZnEtpVQLBCklDzo/edit#gid=1207064469,,,,,,,
Homebot,Denver,Real Estate,18,13%,12/19/2022,https://homebot.ai/blog/a-letter-to-homebotters,4.00,Acquired,1/20/2023 1:14,United States,Unknown,,,,,,,
Tomorrow,Hamburg,Finance,30,25%,12/16/2022,https://www.businessinsider.de/gruenderszene/fintech/tomorrow-kundigt-viertel-seines-teams/,29.00,Unknown,12/18/2022 4:15,Germany,https://docs.google.com/spreadsheets/d/187Gljr0z-E5r8Qro6apSXX2V9t5RToKnRlxY6eJuqzI/edit#gid=0,,,,,,,
Revelate,Montreal,Data,24,30%,12/16/2022,https://betakit.com/layoffs-persist-at-canadian-tech-companies-amid-bleak-outlook-for-2023/,26.00,Series A,12/19/2022 17:17,Canada,Unknown,,,,,,,
BigCommerce,Austin,Retail,180,13%,12/15/2022,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,224.00,IPO,12/15/2022 16:20,United States,https://docs.google.com/spreadsheets/d/1S_kNxDpqK9MJAZjOnlXTkHhfFDYcSrnMnmfIP9WyNnI/edit#gid=0,,,,,,,
Freshworks,SF Bay Area,Support,90,2%,12/15/2022,https://inc42.com/buzz/facing-macroeconomic-headwinds-freshworks-trims-nearly-2-workforce/,484.00,IPO,12/15/2022 16:21,United States,Unknown,,,,,,,
LeafLink,New York City,Other,80,31%,12/15/2022,https://mjbizdaily.com/cannabis-wholesale-platform-leaflink-lays-off-80-workers/,379.00,Series C,2/1/2023 5:19,United States,Unknown,,,,,,,
Workmotion,Berlin,HR,60,20%,12/15/2022,https://www.startbase.com/news/workmotion-entlaesst-20-prozent-seiner-belegschaft/,76.00,Series B,1/4/2023 16:11,United States,Unknown,,,,,,,
JD.ID,Jakarta,Retail,200,30%,12/14/2022,https://jakartaglobe.id/business/jdid-layoffs-reflect-struggles-in-indonesian-startup-industry,5100.00,IPO,12/15/2022 2:19,Indonesia,Unknown,,,,,,,
Headspace,Los Angeles,Healthcare,50,4%,12/14/2022,https://www.bloomberg.com/news/articles/2022-12-14/meditation-app-headspace-cuts-50-workers-or-4-of-staff,215.00,Unknown,12/15/2022 16:16,United States,Unknown,,,,,,,
ChowNow,Los Angeles,Food,40,10%,12/14/2022,https://www.restaurantbusinessonline.com/amp/technology/chownow-cuts-more-jobs-delivery-demand-levels-out,64.00,Series C,12/15/2022 2:10,United States,Unknown,,,,,,,
Thumbtack,SF Bay Area,Consumer,160,14%,12/13/2022,Internal memo,698.00,Series I,12/13/2022 20:12,United States,Unknown,,,,,,,
Edgio,Phoenix,Infrastructure,95,10%,12/13/2022,https://www.marketscreener.com/amp/quote/stock/EDGIO-INC-52799/news/EDGIO-INC-Costs-Associated-with-Exit-or-Disposal-Activities-Change-in-Directors-or-Principal-Of-42549605/,462.00,IPO,12/15/2022 2:14,United States,Unknown,,,,,,,
Komodo Health,SF Bay Area,Healthcare,78,9%,12/13/2022,https://techcrunch.com/2022/12/13/komodo-health-once-tipped-for-a-looming-ipo-has-cut-staff-as-cfo-departs/,514.00,Series E,12/13/2022 20:11,United States,Unknown,,,,,,,
Viant,Los Angeles,Marketing,46,13%,12/13/2022,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,,IPO,12/21/2022 19:35,United States,Unknown,,,,,,,
Pluralsight,Salt Lake City,Education,400,20%,12/12/2022,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192.00,Acquired,12/12/2022 22:08,United States,https://docs.google.com/spreadsheets/d/1l10lFdaYxDWpmJorxd5cml_bBQ0qMhqngZvKEJP5m2o/edit#gid=0,,,,,,,
Outschool,SF Bay Area,Education,43,25%,12/10/2022,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,240.00,Series D,12/13/2022 20:07,United States,Unknown,,,,,,,
Xentral,Munich,Product,20,10%,12/10/2022,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94.00,Series B,12/13/2022 20:02,Germany,Unknown,,,,,,,
Playtika,Tel Aviv,Consumer,600,15%,12/9/2022,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,,IPO,12/11/2022 6:01,Israel,Unknown,,,,,,,
Share Now,Berlin,Transportation,150,36%,12/9/2022,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,,Acquired,12/13/2022 20:05,Germany,Unknown,,,,,,,
Alice,Sao Paulo,Healthcare,113,16%,12/9/2022,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,174.00,Series C,12/11/2022 3:31,Brazil,Unknown,,,,,,,
Primer,London,Finance,85,33%,12/9/2022,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,73.00,Series B,12/9/2022 16:37,United Kingdom,Unknown,,,,,,,
OneFootball,Berlin,Marketing,62,12%,12/9/2022,https://company.onefootball.com/news/an-update-from-onefootball-founder-and-ceo-lucas-von-cranach/,442.00,Series D,12/21/2022 0:43,Germany,Unknown,,,,,,,
C2FO,Kansas City,Finance,20,2%,12/9/2022,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,537.00,Series H,12/11/2022 5:58,United States,Unknown,,,,,,,
Airtable,SF Bay Area,Product,254,20%,12/8/2022,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400.00,Series F,12/8/2022 17:48,United States,Unknown,,,,,,,
Swiggy,Bengaluru,Food,250,3%,12/8/2022,https://inc42.com/buzz/swiggy-fire-250-employees-further-layoffs-store/,3600.00,Unknown,12/9/2022 5:00,India,Unknown,,,,,,,
Glints,Singapore,HR,198,18%,12/8/2022,https://www.techinasia.com/singaporebased-glints-lays-18-employees,82.00,Series D,12/9/2022 5:07,Singapore,Unknown,,,,,,,
Buser,Sao Paulo,Transportation,160,30%,12/8/2022,https://startups.com.br/demissoes/buser-demite-30-para-se-adaptar-a-nova-realidade-do-mercado/,138.00,Series C,12/11/2022 6:00,Brazil,https://docs.google.com/spreadsheets/d/1KkOxvPis13EC3MSsFtsGgNIBFv-FFEZ1-p2MTL2IDgY/htmlview,,,,,,,
BlackLine,Los Angeles,Finance,95,5%,12/8/2022,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220.00,Private Equity,12/11/2022 6:15,United States,Unknown,,,,,,,
Otonomo,Tel Aviv,Transportation,80,50%,12/8/2022,https://www.calcalistech.com/ctechnews/article/bjbvjqyoi,231.00,IPO,12/11/2022 6:07,Israel,Unknown,,,,,,,
TechTarget,Boston,Marketing,60,5%,12/8/2022,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115.00,IPO,12/11/2022 6:02,United States,Unknown,,,,,,,
CyCognito,SF Bay Area,Security,30,15%,12/8/2022,https://www.calcalistech.com/ctechnews/article/h1suse100s,153.00,Series C,12/9/2022 5:03,United States,Unknown,,,,,,,
Armis,SF Bay Area,Security,25,4%,12/8/2022,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537.00,Private Equity,12/11/2022 3:35,United States,Unknown,,,,,,,
Loft,Sao Paulo,Real Estate,312,12%,12/7/2022,https://www.bloomberglinea.com/english/brazilian-unicorn-loft-sheds-12-of-staff-in-third-wave-of-layoffs-this-year/,788.00,Unknown,12/8/2022 6:26,Brazil,Unknown,,,,,,,
Plaid,SF Bay Area,Finance,260,20%,12/7/2022,https://techcrunch.com/2022/12/07/plaid-layoff-fintech/,734.00,Series D,12/7/2022 16:22,United States,https://docs.google.com/spreadsheets/d/1Tqw-IuLmMZJMvKkzH9ouq4ulDp0LEC6azKXtjh9ulpU/edit,,,,,,,
Motive,SF Bay Area,Transportation,237,6%,12/7/2022,https://gomotive.com/blog/shoaib-makanis-message-to-employees/,567.00,Series F,12/8/2022 6:21,United States,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-99jxJLo_tUHWQboamwf6yvRKUh0HCLWLWbjzbkZOWQcRzituc7D7K7wyATgOazFDtcBLSMPiKNWG/pubhtml,,,,,,,
Relativity,Chicago,Legal,150,10%,12/7/2022,https://www.chicagobusiness.com/technology/software-firm-relativity-cuts-10-staff,125.00,Private Equity,12/8/2022 6:22,United States,Unknown,,,,,,,
Voi,Stockholm,Transportation,130,13%,12/7/2022,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,515.00,Series D,12/8/2022 6:24,United States,Unknown,,,,,,,
Integral Ad Science,New York City,Marketing,120,13%,12/7/2022,https://investors.integralads.com/node/7871/html,116.00,Acquired,12/8/2022 6:23,United States,Unknown,,,,,,,
Houzz,SF Bay Area,Consumer,95,8%,12/7/2022,https://en.globes.co.il/en/article-houzz-lays-off-100-in-us-and-israel-1001433310,613.00,Series E,12/21/2022 16:16,United States,Unknown,,,,,,,
Grover,Berlin,Retail,40,10%,12/7/2022,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2300.00,Unknown,12/7/2022 19:18,United States,Unknown,,,,,,,
Lev,New York City,Real Estate,30,30%,12/7/2022,https://therealdeal.com/2022/12/07/cre-finance-platform-lev-lays-off-chunk-of-staff/,114.00,Series B,12/11/2022 6:19,United States,Unknown,,,,,,,
Lithic,New York City,Finance,27,18%,12/7/2022,https://www.axios.com/pro/fintech-deals/2022/12/07/fintech-lithic-lays-off-27,115.00,Series C,12/9/2022 0:46,United States,Unknown,,,,,,,
Doma,SF Bay Area,Finance,515,40%,12/6/2022,https://investor.doma.com/node/8161/html,679.00,IPO,12/7/2022 6:21,United States,Unknown,,,,,,,
BuzzFeed,New York City,Media,180,12%,12/6/2022,https://variety.com/2022/digital/news/buzzfeed-layoffs-12-percent-employees-1235451552/,696.00,IPO,12/6/2022 18:40,United States,Unknown,,,,,,,
Weedmaps,Los Angeles,Other,175,25%,12/6/2022,https://www.businessinsider.com/weedmaps-cannabis-company-layoffs-cutting-workforce-2022-12,,Acquired,12/7/2022 6:29,United States,Unknown,,,,,,,
Chipper Cash,SF Bay Area,Finance,50,13%,12/6/2022,https://techcrunch.com/2022/12/06/african-fintech-unicorn-chipper-cash-lays-off-about-12-5-of-staff/,302.00,Series C,12/7/2022 2:37,United States,Unknown,,,,,,,
Stash,New York City,Finance,32,8%,12/6/2022,https://lp.stash.com/news/saying-goodbye-to-some-of-our-colleagues-and-looking-towards-the-future/,480.00,Unknown,12/7/2022 2:38,United States,Unknown,,,,,,,
Perimeter 81,Tel Aviv,Security,20,8%,12/6/2022,https://www.calcalistech.com/ctechnews/article/hjgmdpnws,165.00,Series C,12/7/2022 2:35,Israel,Unknown,,,,,,,
Koinly,London,Crypto,16,14%,12/6/2022,https://blockworks.co/news/crypto-tax-startup-koinly-cuts-staffers-just-in-time-for-tax-season,,Unknown,12/7/2022 6:19,United Kingdom,Unknown,,,,,,,
Bridgit,Waterloo,Construction,13,13%,12/6/2022,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,36.00,Series B,12/19/2022 16:48,Canada,Unknown,,,,,,,
Swyftx,Brisbane,Crypto,90,40%,12/5/2022,https://www.smh.com.au/business/companies/worst-case-scenario-local-crypto-exchange-swyftx-lays-off-40-percent-of-staff-20221205-p5c3mu.html,,Unknown,12/5/2022 13:26,Australia,Unknown,,,,,,,
Aqua Security,Boston,Security,65,10%,12/5/2022,https://www.calcalistech.com/ctechnews/article/s1uxohjvs,265.00,Series E,12/6/2022 18:42,United States,Unknown,,,,,,,
DataRails,Tel Aviv,Finance,30,18%,12/5/2022,https://www.calcalistech.com/ctechnews/article/s1ka1tjvj,103.00,Series B,12/6/2022 0:41,Israel,Unknown,,,,,,,
Cognyte,Tel Aviv,Security,100,5%,12/2/2022,https://www.globes.co.il/news/article.aspx?did=1001431603,,Unknown,12/4/2022 23:02,Israel,Unknown,,,,,,,
Polly,Burlington,Finance,47,15%,12/2/2022,https://vtdigger.org/2022/12/02/williston-based-insurance-tech-startup-polly-lays-off-47-employees/,184.00,Series C,12/4/2022 23:10,United States,Unknown,,,,,,,
Carousell,Singapore,Retail,110,10%,12/1/2022,https://www.straitstimes.com/singapore/jobs/carousell-cuts-110-jobs-to-rein-in-costs,372.00,Private Equity,12/3/2022 5:02,Singapore,Unknown,,,,,,,
Bizzabo,New York City,Marketing,100,37%,12/1/2022,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,194.00,Series E,12/3/2022 4:57,United States,Unknown,,,,,,,
BloomTech,SF Bay Area,Education,88,50%,12/1/2022,https://techcrunch.com/2022/12/01/bloomtech-previously-lambda-school-cuts-half-of-staff/,,Unknown,12/1/2022 22:20,United States,Unknown,,,,,,,
Netlify,SF Bay Area,Product,48,16%,12/1/2022,Internal memo,212.00,Series D,12/8/2022 17:03,United States,Unknown,,,,,,,
Springbig,Miami,Sales,37,23%,12/1/2022,https://mjbizdaily.com/marijuana-software-firm-springbig-laying-off-nearly-25-percent-of-workforce/,32.00,IPO,12/19/2022 16:44,United States,Unknown,,,,,,,
DoorDash,SF Bay Area,Food,1250,6%,11/30/2022,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,2500.00,IPO,11/30/2022 15:21,United States,https://docs.google.com/spreadsheets/d/1fsgEbzAo9Fgy-v7J_KGIaJxuzEBQfgBKC097tgvr_pY/edit#gid=383975823,,,,,,,
Kraken,SF Bay Area,Crypto,1100,30%,11/30/2022,https://blog.kraken.com/post/16442/business-update/,134.00,Unknown,11/30/2022 16:37,United States,Unknown,,,,,,,
Happy Money,Los Angeles,Finance,158,34%,11/30/2022,Internal memo,191.00,Series D,12/1/2022 22:00,United States,Unknown,,,,,,,
Ula,Jakarta,Retail,134,23%,11/30/2022,https://dailysocial.id/post/ula-layoff-2022,140.00,Series B,12/1/2022 6:27,Indonesia,Unknown,,,,,,,
Wonder,New York City,Food,130,7%,11/30/2022,https://www.theinformation.com/articles/marc-lores-kitchen-on-wheels-startup-cuts-staff-dials-back-delivery-ambitions,850.00,Series B,12/1/2022 6:37,United States,Unknown,,,,,,,
Grin,Sacramento,Marketing,60,13%,11/30/2022,https://www.theinformation.com/briefings/influencer-marketing-startup-grin-lays-off-60-employees,145.00,Series B,12/3/2022 4:59,United States,Unknown,,,,,,,
Ualá,Buenos Aires,Finance,53,3%,11/30/2022,https://www.perfil.com/noticias/economia/empresa-uala-despidio-medio-centenar-trabajadores.phtml,544.00,Series D,12/1/2022 6:29,Argentina,Unknown,,,,,,,
Teachmint,Bengaluru,Education,45,5%,11/30/2022,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,118.00,Series B,12/1/2022 6:34,India,Unknown,,,,,,,
Thread,London,Retail,30,50%,11/30/2022,https://www.drapersonline.com/news/ms-acquires-thread-intellectual-property,40.00,Acquired,12/11/2022 6:23,United Kingdom,Unknown,,,,,,,
Lyst,London,Retail,50,25%,11/29/2022,https://techcrunch.com/2022/11/29/lyst-the-uk-fashion-marketplace-is-laying-off-25-of-staff/,144.00,Unknown,11/30/2022 6:03,United Kingdom,Unknown,,,,,,,
CoinJar,Melbourne,Crypto,10,20%,11/29/2022,https://www.theaustralian.com.au/business/technology/melbourne-crypto-startup-coinjar-axes-20pc-of-workforce/news-story/485648b4b36a538ff7c00287adb57d5a,1.00,Unknown,11/30/2022 6:20,Australia,Unknown,,,,,,,
Infarm,Berlin,Other,500,50%,11/28/2022,https://www.infarm.com/news/note-from-infarm-s-founders-strategy-shift-and-profitability-at-infarm,604.00,Series D,11/29/2022 4:21,Germany,Unknown,,,,,,,
Wildlife Studios,Sao Paulo,Consumer,300,20%,11/28/2022,https://mobilegamer.biz/massive-layoffs-at-wildlife-as-it-drops-all-non-mobile-game-projects/,260.00,Unknown,11/29/2022 15:59,Brazil,https://docs.google.com/spreadsheets/d/1zyAOWdW3SFJ9bUdJWRxYGdDLEw_I6gCMlOjlrFLjqrw/edit#gid=759761140,,,,,,,
Hirect,Bengaluru,Recruiting,200,40%,11/28/2022,https://www.livemint.com/companies/start-ups/startup-direct-hiring-platform-hirect-fires40ofworkforce-11669662447280.html,,Series A,11/29/2022 4:27,India,Unknown,,,,,,,
ApplyBoard,Waterloo,Education,90,6%,11/28/2022,https://www.therecord.com/news/waterloo-region/2022/11/28/applyboard-lays-off-six-per-cent-of-its-workforce.html,483.00,Series D,11/30/2022 6:14,Canada,Unknown,,,,,,,
Ajaib,Jakarta,Finance,67,8%,11/28/2022,https://www.techinasia.com/indonesian-investment-platform-ajaib-lays-8-headcount,245.00,Unknown,11/30/2022 6:12,Indonesia,Unknown,,,,,,,
Candy Digital,New York City,Crypto,33,33%,11/28/2022,https://decrypt.co/115811/gary-vee-sports-nft-candy-digital-mass-layoffs,100.00,Series A,11/29/2022 4:24,United States,Unknown,,,,,,,
ResearchGate,Berlin,Other,25,10%,11/28/2022,https://www.linkedin.com/posts/ijad-madisch-4428229_today-we-are-reducing-the-size-of-the-researchgate-activity-7002973716632502273-7jum/,87.00,Series D,11/28/2022 18:00,Germany,Unknown,,,,,,,
VerSe Innovation,Bengaluru,Media,150,5%,11/25/2022,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,1700.00,Series J,11/28/2022 18:02,India,Unknown,,,,,,,
Carwow,London,Transportation,70,20%,11/25/2022,https://www.ft.com/content/19150de3-bbd4-42b3-acbd-52b228dc1bf1,157.00,Unknown,11/29/2022 4:11,United Kingdom,Unknown,,,,,,,
Vendease,Lagos,Food,27,9%,11/25/2022,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,43.00,Series A,11/30/2022 5:55,Nigeria,Unknown,,,,,,,
Lemon,Buenos Aires,Crypto,100,38%,11/24/2022,https://www.forbesargentina.com/innovacion/lemon-despide-tercio-sus-empleados-anuncia-nuevo-foco-compania-sea-mas-sostenible-n25358,17.00,Series A,11/25/2022 4:10,Argentina,https://docs.google.com/spreadsheets/u/1/d/1bCJqnr1S86iwwFbMWoAk-4Gb5CM8ZeE3AKJs_fC-1S0/htmlview#gid=0,,,,,,,
Quidax,Lagos,Crypto,20,20%,11/24/2022,https://techcabal.com/2022/11/24/nigerian-crypto-exchange-quidax-lays-off-20-of-its-workforce/,3.00,Unknown,11/26/2022 16:24,Nigeria,Unknown,,,,,,,
SIRCLO,Jakarta,Retail,160,8%,11/22/2022,https://dailysocial.id/post/sirclo-layoff-2022,92.00,Series B,11/22/2022 17:53,Indonesia,Unknown,,,,,,,
Trax,Singapore,Retail,80,8%,11/22/2022,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,1000.00,Series E,11/22/2022 19:04,Singapore,Unknown,,,,,,,
Kitopi,Dubai,Food,93,10%,11/21/2022,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,804.00,Series C,11/23/2022 4:32,United States,Unknown,,,,,,,
Zomato,Gurugram,Food,100,4%,11/19/2022,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,914.00,Series J,11/20/2022 0:05,India,Unknown,,,,,,,
Carvana,Phoenix,Transportation,1500,8%,11/18/2022,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,1600.00,IPO,11/18/2022 21:34,United States,Unknown,,,,,,,
Nuro,SF Bay Area,Transportation,300,20%,11/18/2022,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,2100.00,Series D,11/18/2022 21:35,United States,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0,,,,,,,
